id,class,relevant_words
2270,misogyny,"[""mulher!"", ""\""homem\""""]"
2322,body_shame,"[""gorda"", ""feia""]"
2322,misogyny,"[""gorda"", ""feia""]"
2335,body_shame,"[""feia"", ""gorda""]"
2335,misogyny,"[""gorda"", ""feia""]"
2336,lgbtphobia,"[""viado"", ""resenha""]"
2337,lgbtphobia,"[""sapatao"", ""video""]"
2337,misogyny,"[""sapatao"", ""video""]"
2353,misogyny,"[""safada"", ""derruba""]"
2358,misogyny,"[""safada..."", ""Comunista""]"
2358,political,"[""Comunista"", ""safada...""]"
2364,racism,"[""nega"", ""sonho""]"
2367,lgbtphobia,"[""sapatão"", ""@BalaaTreem""]"
2367,misogyny,"[""sapatão"", ""pauuuuu""]"
2372,political,"[""governo"", ""esquerda""]"
2373,misogyny,"[""aguenta,"", ""bjs""]"
2383,aporophobia,"[""pobre"", ""política""]"
2383,political,"[""direita"", ""política""]"
2386,misogyny,"[""fãs"", ""kpop""]"
2386,xenophobia,"[""kpop"", ""fãs""]"
2387,political,"[""esquerda,"", ""nojo""]"
2410,body_shame,"[""gostosa."", ""Ponto.""]"
2410,misogyny,"[""gostosa."", ""Ponto.""]"
2423,misogyny,"[""FEMINISTAS:"", ""SOLAR""]"
2423,political,"[""FEMINISTAS:"", ""PAI""]"
2428,political,"[""esquerdistas"", ""desastre""]"
2448,political,"[""esquerdista."", ""comunismo""]"
2463,misogyny,"[""piranha"", ""bebe""]"
2464,lgbtphobia,"[""Orgulho"", ""criação""]"
2489,lgbtphobia,"[""ri"", ""acredito""]"
2506,lgbtphobia,"[""fachos"", ""comunas""]"
2508,lgbtphobia,"[""boiola"", ""amado""]"
2511,misogyny,"[""responder"", ""taylor""]"
2520,racism,"[""racismo"", ""branca""]"
2531,lgbtphobia,"[""sapatao"", ""romance""]"
2539,political,"[""pagar"", ""gostam""]"
2558,xenophobia,"[""refugiados"", ""Islâmico""]"
2572,misogyny,"[""burra"", ""mulher""]"
2584,xenophobia,"[""derrubaram"", ""opção,""]"
2587,misogyny,"[""#Vagabunda""]"
2600,xenophobia,"[""refugiados."", ""Países""]"
2601,misogyny,"[""haha"", ""possa""]"
2608,lgbtphobia,"[""viado"", ""base""]"
2636,political,"[""bolsonaro?"", ""presidente""]"
2643,misogyny,"[""safada"", ""sob""]"
2648,misogyny,"[""mulher"", ""burra""]"
2649,lgbtphobia,"[""sapatao,"", ""menino""]"
2657,body_shame,"[""teoricamente"", ""jamanta""]"
2663,political,"[""bolsonaro"", ""petista""]"
2672,political,"[""PT"", ""cheio""]"
2675,lgbtphobia,"[""homofóbico"", ""Gayzada""]"
2677,body_shame,"[""gorda"", ""feia""]"
2677,misogyny,"[""gorda"", ""feia""]"
2678,political,"[""pensa"", ""politico""]"
2679,political,"[""toga!"", ""veste""]"
2696,political,"[""bolsominion"", ""tomando""]"
2697,political,"[""fizeram"", ""hoje?""]"
2715,body_shame,"[""gorda"", ""piadinhas""]"
2715,misogyny,"[""feminista"", ""gorda""]"
2715,political,"[""feminista"", ""vê.""]"
2732,lgbtphobia,"[""mulher"", ""dia""]"
2732,misogyny,"[""mulheres!"", ""mulher""]"
2734,lgbtphobia,"[""viado""]"
2736,lgbtphobia,"[""Gays"", ""existem.""]"
2738,racism,"[""mexicanos"", ""eua""]"
2738,xenophobia,"[""mexicanos"", ""emprego""]"
2743,racism,"[""neguinha❤"", ""voltei""]"
2748,misogyny,"[""mulher"", ""sapatão?\""""]"
2759,misogyny,"[""jaguara"", ""puta""]"
2763,lgbtphobia,"[""gay"", ""like""]"
2769,lgbtphobia,"[""viado"", ""tmj""]"
2774,lgbtphobia,"[""sapatão."", ""fã""]"
2774,misogyny,"[""sapatão."", ""pós""]"
2785,misogyny,"[""feminismo."", ""russo""]"
2811,body_shame,"[""gorda..."", ""@RachelSherazade""]"
2811,misogyny,"[""gorda..."", ""fizer""]"
2812,racism,"[""preto"", ""branco""]"
2822,xenophobia,"[""brasília?"", ""vei""]"
2844,racism,"[""Sub-raça"", ""Vão""]"
2844,xenophobia,"[""Vão"", ""Serio""]"
2857,body_shame,"[""feia,"", ""gorda,""]"
2857,misogyny,"[""gorda,"", ""feia,""]"
2863,political,"[""esquerda."", ""deixarem""]"
2864,xenophobia,"[""vômito"", ""k.o,""]"
2886,lgbtphobia,"[""sapatão""]"
2890,misogyny,"[""putinha"", ""fude""]"
2899,lgbtphobia,"[""sapatão"", ""VERDADE!""]"
2899,misogyny,"[""sapatão"", ""prestar""]"
2903,xenophobia,"[""emprego"", ""banana!""]"
2910,political,"[""Bolsonaro"", ""esquerda""]"
2913,misogyny,"[""mulher"", ""burra""]"
2916,body_shame,"[""feia"", ""gorda""]"
2916,misogyny,"[""gorda"", ""feia""]"
2961,misogyny,"[""mulher"", ""burra""]"
2967,body_shame,"[""gordo"", ""lance""]"
2970,misogyny,"[""puta"", ""at茅""]"
2975,political,"[""corrupção"", ""pt""]"
2976,xenophobia,"[""escrevi"", ""poxa""]"
2981,lgbtphobia,"[""sapatao"", ""sala""]"
2981,misogyny,"[""sapatao"", ""sala""]"
2985,misogyny,"[""piranha"", ""mamar""]"
2998,political,"[""governo"", ""derrubado""]"
3003,political,"[""petista""]"
3004,lgbtphobia,"[""viado"", ""gay""]"
3055,racism,"[""Negra,"", ""contra""]"
3085,misogyny,"[""piranha""]"
3090,misogyny,"[""vagabunda"", ""cedo""]"
3104,lgbtphobia,"[""sapatão"", ""ver""]"
3119,political,"[""fez"", ""vimos""]"
3124,political,"[""#lulapreso""]"
3125,xenophobia,"[""vingança"", ""contra""]"
3130,misogyny,"[""puta"", ""aja""]"
3150,political,"[""Bolsonaro"", ""PT""]"
3178,body_shame,"[""gorda"", ""feia""]"
3178,misogyny,"[""gorda"", ""feia""]"
3183,misogyny,"[""fora"", ""segundos""]"
3192,lgbtphobia,"[""mulher"", ""#pintoawards""]"
3194,xenophobia,"[""mineiro"", ""povo,""]"
3206,political,"[""esquerdalhada."", ""engolir""]"
3238,capacitism,"[""louca"", ""kkkkk""]"
3271,capacitism,"[""desequilibrado!"", ""anormal!""]"
3274,political,"[""#bolsonaronacadeia"", ""fila""]"
3278,political,"[""esquerdistas,"", ""capital""]"
3285,lgbtphobia,"[""sapatão"", ""mundo""]"
3285,misogyny,"[""sapatão"", ""acha""]"
3307,xenophobia,"[""sulista"", ""agem,""]"
3313,misogyny,"[""Burra"", ""mulher""]"
3314,lgbtphobia,"[""sapatão"", ""paga""]"
3314,misogyny,"[""sapatão"", ""mlk""]"
3318,religious_intolerance,"[""igreja"", ""política""]"
3335,misogyny,"[""mulheres"", ""amigas""]"
3349,capacitism,"[""surdo"", ""barrar""]"
3349,political,"[""pt"", ""barrar""]"
3355,political,"[""fez""]"
3356,lgbtphobia,"[""fufas,"", ""Love""]"
3356,misogyny,"[""fufas,"", ""Love""]"
3370,lgbtphobia,"[""sapatao"", ""zoando""]"
3378,lgbtphobia,"[""viado"", ""sapatão""]"
3401,political,"[""corrupção"", ""lula.""]"
3402,lgbtphobia,"[""FUFAS"", ""BACA""]"
3402,misogyny,"[""FUFAS"", ""PRETO""]"
3402,racism,"[""PRETO"", ""CONTRA""]"
3428,lgbtphobia,"[""viado"", ""kkk""]"
3430,lgbtphobia,"[""fufas"", ""filme""]"
3430,misogyny,"[""fufas"", ""Tou""]"
3442,misogyny,"[""mulherada"", ""pede""]"
3461,misogyny,"[""loucas"", ""fãs""]"
3467,religious_intolerance,"[""deus?"", ""religião""]"
3472,body_shame,"[""bczinho"", ""puta""]"
3490,political,"[""imediatamente"", ""faça""]"
3492,xenophobia,"[""refugiados"", ""aceita""]"
3495,racism,"[""branco,"", ""digo""]"
3504,political,"[""bolsonaro"", ""narrativa""]"
3514,body_shame,"[""\""gorda\"","", ""\""feia\"".""]"
3514,misogyny,"[""\""gorda\"","", ""\""feia\"".""]"
3561,misogyny,"[""lembrando"", ""dia""]"
3565,misogyny,"[""gostosa"", ""roupa""]"
3567,political,"[""esquerda"", ""maduro,""]"
3568,capacitism,"[""retardado"", ""desenho""]"
3588,lgbtphobia,"[""minas"", ""sp""]"
3588,political,"[""lula"", ""minas""]"
3588,xenophobia,"[""sp"", ""minas""]"
3599,religious_intolerance,"[""muçulmano"", ""controle""]"
3599,xenophobia,"[""vão"", ""Destruição""]"
3605,racism,"[""branco"", ""aff""]"
3621,political,"[""bolsonaro."", ""bandido""]"
3624,misogyny,"[""desgraçada"", ""bibliotecária""]"
3643,misogyny,"[""futebol"", ""feminino""]"
3657,misogyny,"[""puta"", ""mina""]"
3659,misogyny,"[""VAGABUNDO"", ""MENINA""]"
3667,racism,"[""nega"", ""falsa""]"
3679,lgbtphobia,"[""gay""]"
3680,lgbtphobia,"[""viado"", ""deu""]"
3692,body_shame,"[""gorda"", ""feia""]"
3692,misogyny,"[""Mulher"", ""gorda""]"
3694,misogyny,"[""puta"", ""\""love""]"
3708,racism,"[""poze.."", ""alemão""]"
3714,misogyny,"[""vagabunda.😒😂"", ""cara""]"
3720,misogyny,"[""amigas"", ""politica""]"
3720,political,"[""PT."", ""erro,""]"
3750,political,"[""esquerdopata!"", ""brasileiros""]"
3781,misogyny,"[""cs,"", ""vira""]"
3799,lgbtphobia,"[""viado"", ""gosta""]"
3805,misogyny,"[""putinha"", ""surra""]"
3825,xenophobia,"[""continuam"", ""asa""]"
3847,aporophobia,"[""carentes"", ""gastou""]"
3847,political,"[""bolsonaro"", ""chupa""]"
3849,religious_intolerance,"[""islamitas"", ""governantes:""]"
3849,xenophobia,"[""europeu."", ""@jpintocoelho60:""]"
3853,misogyny,"[""puta"", ""curte""]"
3860,misogyny,"[""vadias"", ""suficiente""]"
3867,political,"[""comunista"", ""genocida""]"
3870,misogyny,"[""mulher"", ""BURRA""]"
3896,lgbtphobia,"[""viado"", ""chato""]"
3911,misogyny,"[""putinha"", ""grande""]"
3927,misogyny,"[""mamar"", ""boquinha""]"
3938,xenophobia,"[""carioca""]"
3940,body_shame,"[""GORDA"", ""FEIA""]"
3940,misogyny,"[""GORDA"", ""FEIA""]"
3959,political,"[""pensa"", ""ladrão""]"
3962,political,"[""bolsonaro"", ""custas!""]"
3985,political,"[""PT"", ""quadrilha""]"
4007,lgbtphobia,"[""otaria"", ""bichinha""]"
4011,misogyny,"[""Moça"", ""homem""]"
4032,racism,"[""racismo"", ""olhos""]"
4034,political,"[""esquerdopata!"", ""imprensa""]"
4035,lgbtphobia,"[""toba"", ""meia""]"
4052,political,"[""VAGABUNDOS"", ""CORJA""]"
4053,political,"[""esquerda"", ""igualmente""]"
4063,body_shame,"[""feia"", ""gorda""]"
4063,misogyny,"[""gorda"", ""feia""]"
4067,body_shame,"[""gorda"", ""feia""]"
4067,misogyny,"[""gorda"", ""feia""]"
4085,racism,"[""branca"", ""Batom""]"
4087,misogyny,"[""mulher"", ""namorada,""]"
4089,misogyny,"[""feminismo"", ""desgraçada""]"
4097,political,"[""#lulaterroristanacadeia"", ""esquerdalha.""]"
4122,misogyny,"[""louca,"", ""INPE""]"
4136,misogyny,"[""mulherada"", ""porca""]"
4139,political,"[""piora"", ""esgoto""]"
4149,political,"[""brasil="", ""presidente,""]"
4153,political,"[""corrupto"", ""Lula""]"
4158,political,"[""comunista"", ""oportunista""]"
4165,political,"[""BRASIL!"", ""Brasil""]"
4166,misogyny,"[""MULHER"", ""BURRA""]"
4184,misogyny,"[""puta"", ""entra""]"
4196,misogyny,"[""festejar"", ""morte""]"
4203,body_shame,"[""GORDA"", ""FEIA""]"
4203,misogyny,"[""GORDA"", ""FEIA""]"
4211,xenophobia,"[""imigração"", ""refugiados""]"
4227,aporophobia,"[""baita"", ""smp""]"
4243,political,[]
4265,political,"[""Fascista"", ""invadiu""]"
4266,xenophobia,"[""refugiados."", ""países,""]"
4270,lgbtphobia,"[""#SerMulherÉ"", ""POSSUÍDO)""]"
4270,misogyny,"[""#SerMulherÉ"", ""MULHERES""]"
4273,body_shame,"[""gordo"", ""sente""]"
4274,ageism,"[""velho"", ""kkkkkkkkk""]"
4280,xenophobia,"[""sulista"", ""passinho""]"
4286,misogyny,"[""burra"", ""mulher""]"
4294,political,"[""Brasil"", ""adianta""]"
4298,political,"[""Brasileiros"", ""👉LULALADRAO""]"
4310,capacitism,"[""ideia"", ""deixa""]"
4316,body_shame,"[""feia"", ""gorda""]"
4316,misogyny,"[""gorda"", ""feia""]"
4343,misogyny,"[""bonito"", ""Desculpem""]"
4364,lgbtphobia,"[""SAPATÃO"", ""PARABENS""]"
4364,misogyny,"[""SAPATÃO"", ""PARABENS""]"
4366,political,"[""stf,"", ""presidente""]"
4388,misogyny,"[""puta"", ""mulher""]"
4391,political,"[""governo"", ""socialista""]"
4420,lgbtphobia,"[""fufas"", ""pareço""]"
4420,misogyny,"[""fufas"", ""dizem""]"
4427,political,"[""esquerdopatas"", ""presidente""]"
4429,political,"[""presidente"", ""vcs""]"
4434,misogyny,"[""Homem"", ""Pinto,""]"
4438,lgbtphobia,"[""boiola""]"
4442,body_shame,"[""gorda"", ""feia""]"
4442,misogyny,"[""gorda"", ""feia""]"
4446,misogyny,"[""homens"", ""iguais""]"
4452,lgbtphobia,"[""gay"", ""vi""]"
4457,racism,"[""ensinou"", ""comunista""]"
4457,xenophobia,"[""ensinou"", ""comunista""]"
4461,lgbtphobia,"[""boiola"", ""lembrei""]"
4466,body_shame,"[""foste"", ""chamei""]"
4470,lgbtphobia,"[""fufas"", ""argumento""]"
4470,misogyny,"[""fufas"", ""argumento""]"
4474,political,"[""bolsonaro"", ""fez""]"
4485,political,"[""Haddad"", ""esquerda""]"
4494,racism,"[""Branco"", ""msm""]"
4498,misogyny,"[""@homemdeverdade"", ""merdas""]"
4501,lgbtphobia,"[""#gayfuck"", ""#gaysp""]"
4501,misogyny,"[""cadela"", ""partes!""]"
4516,body_shame,"[""feia,"", ""gorda,""]"
4516,misogyny,"[""gorda,"", ""feia,""]"
4524,xenophobia,"[""refugiados?"", ""lado""]"
4536,political,"[""bolsonaro"", ""direita""]"
4541,misogyny,"[""homem."", ""roupa""]"
4550,misogyny,"[""lauren"", ""visão""]"
4558,political,"[""brasil"", ""bolsonaro""]"
4574,lgbtphobia,"[""bicha"", ""decide""]"
4586,political,"[""esquerdopata"", ""oportunista""]"
4618,misogyny,"[""piranha/"", ""galinha""]"
4649,political,"[""SARRO"", ""PLANTÃO""]"
4655,religious_intolerance,"[""rezando"", ""embaixadas""]"
4655,xenophobia,"[""embaixadas"", ""rezando""]"
4688,misogyny,"[""mulher"", ""\""puta\""""]"
4688,political,"[""\""feminazi\"""", ""feministo""]"
4695,misogyny,"[""LOUCA."", ""VACA""]"
4709,political,"[""petista"", ""Lula""]"
4725,lgbtphobia,"[""sapatão"", ""@BalaaTreem""]"
4725,misogyny,"[""sapatão"", ""pauuuuu""]"
4732,xenophobia,"[""rj?"", ""refrigerante""]"
4735,lgbtphobia,"[""sapatão"", ""conheço""]"
4735,misogyny,"[""sapatão"", ""racista.....""]"
4743,misogyny,"[""mulheres"", ""@editorahumanas""]"
4756,political,"[""contrato!"", ""política""]"
4759,political,"[""pt..."", ""vcs""]"
4773,lgbtphobia,"[""fufas."", ""gosto""]"
4773,misogyny,"[""fufas."", ""gosto""]"
4774,aporophobia,"[""dividendos"", ""estratégia""]"
4774,political,"[""conhecimento"", ""vcs""]"
4789,body_shame,"[""gorda""]"
4789,misogyny,"[""gorda""]"
4791,lgbtphobia,"[""negão"", ""mexer""]"
4791,racism,"[""negão"", ""tomou""]"
4804,body_shame,"[""estranha"", ""buceta""]"
4804,misogyny,"[""estranha"", ""buceta""]"
4814,lgbtphobia,"[""Hetero"", ""Orgulho""]"
4834,lgbtphobia,"[""bicha"", ""lágrimas""]"
4847,lgbtphobia,"[""XX"", ""mulher,""]"
4847,misogyny,"[""mulher,"", ""XX""]"
4873,misogyny,"[""burra"", ""MULHER""]"
4902,body_shame,"[""emagrecer"", ""importante""]"
4903,misogyny,"[""descarada,""]"
4916,political,"[""stf,"", ""senão""]"
4940,racism,"[""acreditar"", ""começando""]"
4940,xenophobia,"[""acreditar"", ""começando""]"
4967,political,"[""bolsonaro"", ""eleitor""]"
