id,class,relevant_words
1843,misogyny,"[""homemdeverdade""]"
1859,political,"[""Pirralha"", ""comunista""]"
1879,xenophobia,"[""nordestino""]"
1881,racism,"[""nego"", ""burro""]"
1896,political,"[""bolsonaro""]"
1903,political,"[""petistas"", ""psolistas"", ""pcdobistas""]"
1907,misogyny,"[""merda""]"
1909,xenophobia,"[""paulista""]"
1960,racism,"[""branco"", ""racismo""]"
1968,misogyny,"[""lunáticas""]"
1973,misogyny,"[""filha duma puta""]"
1979,misogyny,"[""feminismo"", ""feministo""]"
1979,political,"[""feministo""]"
1985,body_shame,"[""pau pequeno""]"
1987,xenophobia,"[""refugiados"", ""essa gente""]"
2002,xenophobia,"[""sulista""]"
2005,misogyny,"[""putinha""]"
2033,political,"[""faz o l""]"
2065,xenophobia,"[""gringa"", ""escrota""]"
2084,body_shame,"[""gorda"", ""feia""]"
2084,misogyny,"[""gorda"", ""feia""]"
2099,lgbtphobia,"[""mariquice""]"
2099,religious_intolerance,"[""Islão""]"
2099,xenophobia,"[""Islão invasor""]"
2111,political,"[""esquerdalhada""]"
2122,misogyny,"[""burra""]"
2124,misogyny,"[""máquina de refrigerante""]"
2132,political,"[""desequilibrado"", ""comunista""]"
2134,religious_intolerance,"[""demônio"", ""evangélico""]"
2147,political,"[""burro""]"
2167,political,"[""faz o l""]"
2175,misogyny,"[""cadela"", ""vagabunda""]"
2177,misogyny,"[""feia""]"
2188,misogyny,"[""futebol feminino""]"
2198,lgbtphobia,"[""sapatão""]"
2198,misogyny,"[""sapatão""]"
2211,lgbtphobia,"[""homofobia"", ""APARELHO EXCRETOR NÃO REPRODUZ""]"
2211,misogyny,"[""Cambada""]"
2223,political,"[""satanás""]"
2226,body_shame,"[""gorda"", ""feia""]"
2226,misogyny,"[""gorda"", ""feia""]"
2226,racism,"[""cabelo de preto""]"
2244,xenophobia,"[""terrorista"", ""refugiado""]"
2266,aporophobia,"[""pobres""]"
2266,political,"[""direita""]"
2270,misogyny,"[""vara""]"
2322,body_shame,"[""gorda"", ""feia""]"
2322,misogyny,"[""gorda"", ""feia""]"
2335,body_shame,"[""feia"", ""gorda""]"
2335,misogyny,"[""feia"", ""gorda""]"
2336,lgbtphobia,"[""viado""]"
2337,lgbtphobia,"[""sapatao""]"
2337,misogyny,"[""sapatao""]"
2353,misogyny,"[""safada""]"
2358,misogyny,"[""safada""]"
2358,political,"[""Comunista""]"
2364,racism,"[""nega""]"
2367,lgbtphobia,"[""sapatão""]"
2367,misogyny,"[""sapatão""]"
2372,political,"[""esquerda"", ""roubar""]"
2373,misogyny,"[""engolir""]"
2383,aporophobia,"[""pobre"", ""imbecil""]"
2383,political,"[""direita""]"
2386,misogyny,"[""aberração""]"
2386,xenophobia,"[""Coreia"", ""tóxica""]"
2387,political,"[""gentalha"", ""submundo do mal""]"
2410,body_shame,"[""cheinha"", ""gostosa""]"
2410,misogyny,"[""cheinha"", ""gostosa""]"
2423,misogyny,"[""FEMINISTAS""]"
2423,political,"[""FEMINISTAS""]"
2428,political,"[""fracassados"", ""esquerdistas bandidos""]"
2448,political,"[""mimimi de esquerdista"", ""comunismo""]"
2463,misogyny,"[""piranha""]"
2464,lgbtphobia,"[""Orgulho Heterossexual""]"
2489,lgbtphobia,"[""bixinha""]"
2506,lgbtphobia,"[""rabetas""]"
2508,lgbtphobia,"[""boiola""]"
2511,misogyny,"[""viado""]"
2520,racism,"[""branca"", ""racismo""]"
2531,lgbtphobia,"[""sapatao""]"
2539,political,"[""gados""]"
2558,xenophobia,"[""refugiados""]"
2572,misogyny,"[""burra""]"
2584,xenophobia,"[""interior""]"
2587,misogyny,"[""Vagabunda""]"
2600,xenophobia,"[""refugiados""]"
2601,misogyny,"[""não se respeita""]"
2608,lgbtphobia,"[""viado""]"
2636,political,"[""incompetente""]"
2643,misogyny,"[""Cachorra"", ""safada""]"
2648,misogyny,"[""burra"", ""iludida""]"
2649,lgbtphobia,"[""sapatao""]"
2657,body_shame,"[""jamanta""]"
2663,political,"[""jumentada""]"
2672,political,"[""derrubar de vez o PT""]"
2675,lgbtphobia,"[""homofóbico"", ""Gayzada""]"
2677,body_shame,"[""gorda"", ""feia""]"
2677,misogyny,"[""gorda"", ""feia""]"
2678,political,"[""babão""]"
2679,political,"[""diabo veste toga""]"
2696,political,"[""bolsominion""]"
2697,political,"[""fizeram o l""]"
2715,body_shame,"[""gorda""]"
2715,misogyny,"[""gorda"", ""feminista""]"
2715,political,"[""piadinhas""]"
2732,lgbtphobia,"[""se veste como mulher""]"
2732,misogyny,"[""mulheres""]"
2734,lgbtphobia,"[""viado""]"
2736,lgbtphobia,"[""Ex Gays""]"
2738,racism,"[""mexicanos""]"
2738,xenophobia,"[""mexicanos""]"
2743,racism,"[""neguinha""]"
2748,misogyny,"[""nunca alguem vai te amar"", ""pra titia"", ""sapatão""]"
2759,misogyny,"[""jaguara"", ""puta"", ""nojent""]"
2763,lgbtphobia,"[""gay"", ""descaração""]"
2769,lgbtphobia,"[""viado""]"
2774,lgbtphobia,"[""sapatão""]"
2774,misogyny,"[""sapatão""]"
2785,misogyny,"[""cacetete"", ""feminismo""]"
2811,body_shame,"[""gorda""]"
2811,misogyny,"[""gorda""]"
2812,racism,"[""preto"", ""branco não tem salvação""]"
2822,xenophobia,"[""brasília""]"
2844,racism,"[""Sub-raça maldita""]"
2844,xenophobia,"[""Sub-raça maldita""]"
2857,body_shame,"[""feia"", ""gorda""]"
2857,misogyny,"[""feia"", ""gorda""]"
2863,political,"[""molusco"", ""esquerda""]"
2864,xenophobia,"[""mongol""]"
2886,lgbtphobia,"[""sapatão""]"
2890,misogyny,"[""putinha""]"
2899,lgbtphobia,"[""sapatão""]"
2899,misogyny,"[""sapatão""]"
2903,xenophobia,"[""mão de obra a preço de banana""]"
2910,political,"[""esquerda"", ""asquerosa"", ""invejosa""]"
2913,misogyny,"[""burra""]"
2916,body_shame,"[""gorda""]"
2916,misogyny,"[""gorda""]"
2961,misogyny,"[""burra""]"
2967,body_shame,"[""gordo""]"
2970,misogyny,"[""puta""]"
2975,political,"[""corrupção""]"
2976,xenophobia,"[""xing-ling""]"
2981,lgbtphobia,"[""sapatao""]"
2981,misogyny,"[""sapatao""]"
2985,misogyny,"[""piranha""]"
2998,political,"[""governo do ódio""]"
3003,political,"[""xiquinho tucano petista""]"
3004,lgbtphobia,"[""viado"", ""gay"", ""homofobico""]"
3055,racism,"[""Negra""]"
3085,misogyny,"[""piranha""]"
3090,misogyny,"[""vagabunda""]"
3104,lgbtphobia,"[""sapatão"", ""bicho estranho""]"
3119,political,"[""dilma""]"
3124,political,"[""lulapreso""]"
3125,xenophobia,"[""povo brasileiro""]"
3130,misogyny,"[""puta""]"
3150,political,"[""ditador""]"
3178,body_shame,"[""gorda"", ""feia""]"
3178,misogyny,"[""gorda"", ""feia""]"
3183,misogyny,"[""porra""]"
3192,lgbtphobia,"[""mulher de verdade""]"
3194,xenophobia,"[""mineiro de fala mole""]"
3206,political,"[""esquerdalhada""]"
3238,capacitism,"[""louca""]"
3271,capacitism,"[""desequilibrado"", ""anormal""]"
3274,political,"[""bolsonaronacadeia""]"
3278,political,"[""Demônios esquerdistas"", ""escória""]"
3285,lgbtphobia,"[""sapatão""]"
3285,misogyny,"[""sapatão""]"
3307,xenophobia,"[""sulista"", ""paulista"", ""carioca"", ""mineiro""]"
3313,misogyny,"[""Burra""]"
3314,lgbtphobia,"[""sapatão""]"
3314,misogyny,"[""sapatão""]"
3318,religious_intolerance,"[""igreja"", ""otários""]"
3335,misogyny,"[""mulheres""]"
3349,capacitism,"[""surdo""]"
3349,political,"[""pt""]"
3355,political,"[""fez o l""]"
3356,lgbtphobia,"[""fufas""]"
3356,misogyny,"[""fufas""]"
3370,lgbtphobia,"[""sapatao""]"
3378,lgbtphobia,"[""viado"", ""sapatão""]"
3401,political,"[""acusação merda"", ""corrupção""]"
3402,lgbtphobia,"[""FUFAS""]"
3402,misogyny,"[""FUFAS""]"
3402,racism,"[""PRETO""]"
3428,lgbtphobia,"[""viado""]"
3430,lgbtphobia,"[""fufas""]"
3430,misogyny,"[""fufas""]"
3442,misogyny,"[""mulherada""]"
3461,misogyny,"[""loucas""]"
3467,religious_intolerance,"[""religião"", ""pecado""]"
3472,body_shame,"[""56,5kg""]"
3490,political,"[""faça imediatamente o l""]"
3492,xenophobia,"[""refugiados""]"
3495,racism,"[""coisa de branco""]"
3504,political,"[""vag4bundo""]"
3514,body_shame,"[""gorda"", ""feia""]"
3514,misogyny,"[""gorda"", ""feia""]"
3561,misogyny,"[""reservatório de porra""]"
3565,misogyny,"[""gostosa""]"
3567,political,"[""doente""]"
3568,capacitism,"[""retardado""]"
3588,lgbtphobia,"[""mamaram""]"
3588,political,"[""lula""]"
3588,xenophobia,"[""minas e sp""]"
3599,religious_intolerance,"[""muçulmano""]"
3599,xenophobia,"[""suecos paumolengas""]"
3605,racism,"[""branco""]"
3621,political,"[""mentiroso safado""]"
3624,misogyny,"[""desgraçada""]"
3643,misogyny,"[""futebol feminino""]"
3657,misogyny,"[""puta""]"
3659,misogyny,"[""VAGABUNDO"", ""AGARRANDO AS MENINA""]"
3667,racism,"[""nega""]"
3679,lgbtphobia,"[""gay""]"
3680,lgbtphobia,"[""viado""]"
3692,body_shame,"[""gorda"", ""feia""]"
3692,misogyny,"[""gorda"", ""feia""]"
3694,misogyny,"[""puta""]"
3708,racism,"[""urubuzinho""]"
3714,misogyny,"[""vagabunda""]"
3720,misogyny,"[""cachorrada""]"
3720,political,"[""PT""]"
3750,political,"[""canalha esquerdopata"", ""Bandida""]"
3781,misogyny,"[""quebrar na porra""]"
3799,lgbtphobia,"[""viado""]"
3805,misogyny,"[""putinha""]"
3825,xenophobia,"[""paulistas""]"
3847,aporophobia,"[""carentes""]"
3847,political,"[""idiota""]"
3849,religious_intolerance,"[""animais islamitas""]"
3849,xenophobia,"[""animais islamitas""]"
3853,misogyny,"[""puta""]"
3860,misogyny,"[""vadias""]"
3867,political,"[""comunista""]"
3870,misogyny,"[""BURRA""]"
3896,lgbtphobia,"[""viado""]"
3911,misogyny,"[""putinha""]"
3927,misogyny,"[""boquinha"", ""teta pra mamar""]"
3938,xenophobia,"[""carioca""]"
3940,body_shame,"[""GORDA"", ""FEIA""]"
3940,misogyny,"[""GORDA"", ""FEIA""]"
3959,political,"[""ladrão""]"
3962,political,"[""verme""]"
3985,political,"[""quadrilha de bandidoooos""]"
4007,lgbtphobia,"[""bichinha"", ""otaria""]"
4011,misogyny,"[""homem""]"
4032,racism,"[""racismo""]"
4034,political,"[""esquerdopata""]"
4035,lgbtphobia,"[""toba""]"
4052,political,"[""CORJA DE VAGABUNDOS""]"
4053,political,"[""esquerda odeia o sul""]"
4063,body_shame,"[""feia"", ""gorda""]"
4063,misogyny,"[""feia"", ""gorda""]"
4067,body_shame,"[""gorda"", ""feia""]"
4067,misogyny,"[""gorda"", ""feia""]"
4085,racism,"[""gente branca""]"
4087,misogyny,"[""buceta"", ""sabem lavar""]"
4089,misogyny,"[""falsa desgraçada""]"
4097,political,"[""esquerdalha"", ""lulaterroristanacadeia""]"
4122,misogyny,"[""louca"", ""cega""]"
4136,misogyny,"[""mulherada"", ""porca""]"
4139,political,"[""esgoto""]"
4149,political,"[""capitão cueca""]"
4153,political,"[""sistema corrupto""]"
4158,political,"[""Pilantra"", ""comunista"", ""oportunista""]"
4165,political,"[""Loucos"", ""tolice e cegueira""]"
4166,misogyny,"[""MULHER BURRA DA PORRA""]"
4184,misogyny,"[""puta""]"
4196,misogyny,"[""morte""]"
4203,body_shame,"[""GORDA"", ""FEIA""]"
4203,misogyny,"[""GORDA"", ""FEIA""]"
4211,xenophobia,"[""refugiados islâmicos"", ""SHARIA""]"
4227,aporophobia,"[""chinelao"", ""vagabundo""]"
4243,political,"[""gadura""]"
4265,political,"[""Nazistas"", ""Fascista""]"
4266,xenophobia,"[""refugiados""]"
4270,lgbtphobia,"[""ÚTERO"", ""OVÁRIO"", ""TROMPAS DE FALÓPIO""]"
4270,misogyny,"[""SerMulherÉ""]"
4273,body_shame,"[""gordo""]"
4274,ageism,"[""velho"", ""vagabundo""]"
4280,xenophobia,"[""sulista""]"
4286,misogyny,"[""burra""]"
4294,political,"[""Lixo"", ""petzadas""]"
4298,political,"[""LULALADRAO""]"
4310,capacitism,"[""doentinha das ideia""]"
4316,body_shame,"[""feia"", ""gorda""]"
4316,misogyny,"[""feia"", ""gorda""]"
4343,misogyny,"[""feio""]"
4364,lgbtphobia,"[""SAPATÃO""]"
4364,misogyny,"[""SAPATÃO""]"
4366,political,"[""lula""]"
4388,misogyny,"[""machista"", ""burra""]"
4391,political,"[""socialista"", ""banqueiros safados""]"
4420,lgbtphobia,"[""fufas""]"
4420,misogyny,"[""fufas""]"
4427,political,"[""pirralha mimada"", ""esquerdopatas inescrupulosos""]"
4429,political,"[""minions""]"
4434,misogyny,"[""Homem de verdade""]"
4438,lgbtphobia,"[""boiola""]"
4442,body_shame,"[""gorda"", ""feia""]"
4442,misogyny,"[""gorda"", ""feia""]"
4446,misogyny,"[""homens são todos iguais""]"
4452,lgbtphobia,"[""beijo gay""]"
4457,racism,"[""japones"", ""burro""]"
4457,xenophobia,"[""japones"", ""burro""]"
4461,lgbtphobia,"[""boiola""]"
4466,body_shame,"[""cabeça de alfinete""]"
4470,lgbtphobia,"[""fufas""]"
4470,misogyny,"[""cona""]"
4474,political,"[""bistecas""]"
4485,political,"[""Fake News""]"
4494,racism,"[""Branco""]"
4498,misogyny,"[""machistas"", ""baitolas recatadas""]"
4501,lgbtphobia,"[""gayfuck"", ""gaysp"", ""gay""]"
4501,misogyny,"[""cadela""]"
4516,body_shame,"[""feia"", ""gorda""]"
4516,misogyny,"[""feia"", ""gorda""]"
4524,xenophobia,"[""refugiados""]"
4536,political,"[""pau mandados de engravatados""]"
4541,misogyny,"[""nasci para servir o meu homem"", ""obedeço""]"
4550,misogyny,"[""foder""]"
4558,political,"[""décadas atrasado""]"
4574,lgbtphobia,"[""bicha""]"
4586,political,"[""Hipocrisia"", ""esquerdopata"", ""oportunista""]"
4618,misogyny,"[""piranha"", ""galinha""]"
4649,political,"[""BOZOLOIDE""]"
4655,religious_intolerance,"[""explodindo torres, boates e embaixadas""]"
4655,xenophobia,"[""explodindo torres, boates e embaixadas""]"
4688,misogyny,"[""feminazi"", ""puta"", ""burra""]"
4688,political,"[""feministo""]"
4695,misogyny,"[""galinha"", ""VACA LOUCA""]"
4709,political,"[""petista""]"
4725,lgbtphobia,"[""sapatão""]"
4725,misogyny,"[""sapatão""]"
4732,xenophobia,"[""rj""]"
4735,lgbtphobia,"[""sapatão""]"
4735,misogyny,"[""sapatão""]"
4743,misogyny,"[""mulheres""]"
4756,political,"[""semi-precioso""]"
4759,political,"[""roubar""]"
4773,lgbtphobia,"[""fufas""]"
4773,misogyny,"[""fufas""]"
4774,aporophobia,"[""sem qqr conhecimento""]"
4774,political,"[""populismo""]"
4789,body_shame,"[""gorda""]"
4789,misogyny,"[""gorda""]"
4791,lgbtphobia,"[""tomou no cu""]"
4791,racism,"[""negão""]"
4804,body_shame,"[""buceta estranha""]"
4804,misogyny,"[""buceta estranha""]"
4814,lgbtphobia,"[""Orgulho Hetero""]"
4834,lgbtphobia,"[""bicha""]"
4847,lgbtphobia,"[""cromossomos XX"", ""não é mulher""]"
4847,misogyny,"[""cromossomos XX"", ""não é mulher""]"
4873,misogyny,"[""burra""]"
4902,body_shame,"[""emagrecer""]"
4903,misogyny,"[""descarada""]"
4916,political,"[""vermes""]"
4940,racism,"[""piada do nordeste""]"
4940,xenophobia,"[""piada do nordeste""]"
4967,political,"[""bolsonarista""]"
4969,lgbtphobia,"[""bixa""]"
4970,aporophobia,"[""pobre""]"
4977,political,"[""esquerda"", ""burrice""]"
4979,misogyny,"[""meninas""]"
4980,misogyny,"[""chifrudo"", ""cachaceiro""]"
5023,political,"[""CANALHAS"", ""PETRALHAS""]"
5028,misogyny,"[""feminazi"", ""cara de pau""]"
5028,political,"[""boquinha de 11 mil""]"
5029,political,"[""atenapetista""]"
5038,misogyny,"[""vagabunda""]"
5040,xenophobia,"[""imigrantes""]"
5044,body_shame,"[""feia"", ""gorda""]"
5044,misogyny,"[""feia"", ""gorda""]"
5051,misogyny,"[""MulherDeVerdade""]"
5054,political,"[""ativistas esquerdopatas""]"
5076,misogyny,"[""MulherDeVerdade""]"
5086,xenophobia,"[""REFUGIADOS""]"
5094,body_shame,"[""ACIMA DO PESO""]"
5094,misogyny,"[""ACIMA DO PESO""]"
5096,misogyny,"[""negras""]"
5096,racism,"[""negras"", ""cultura branca""]"
5100,capacitism,"[""analfabeto funcional""]"
5100,political,"[""analfabeto funcional""]"
5102,xenophobia,"[""lixo""]"
5115,political,"[""doentes mentais de esquerda""]"
5124,political,"[""Bozominions"", ""juiz corrupto""]"
5151,racism,"[""latinos imundos""]"
5151,xenophobia,"[""latinos imundos""]"
5152,misogyny,"[""puta""]"
5153,religious_intolerance,"[""crentaiada""]"
5167,political,"[""faz o l""]"
5170,lgbtphobia,"[""viado""]"
5198,lgbtphobia,"[""romance gay""]"
5209,political,"[""Lulaladrao""]"
5227,body_shame,"[""feia"", ""gorda"", ""porca""]"
5227,misogyny,"[""feia"", ""gorda"", ""porca""]"
5231,political,"[""forças armadas""]"
5256,lgbtphobia,"[""sapatão""]"
5256,misogyny,"[""sapatão""]"
5267,misogyny,"[""endiabrada""]"
5267,religious_intolerance,"[""endiabrada""]"
5283,misogyny,"[""cadela""]"
5290,political,"[""faz o eeeeeeeely""]"
5296,political,"[""esquerda""]"
5305,body_shame,"[""feia"", ""gorda"", ""peito caído""]"
5305,misogyny,"[""feia"", ""gorda"", ""peito caído""]"
5309,racism,"[""Paraíbas"", ""Baiano""]"
5309,xenophobia,"[""Paraíbas"", ""Baiano""]"
5320,misogyny,"[""homem é um ser desgraçado""]"
5349,body_shame,"[""sapao""]"
5379,lgbtphobia,"[""fufas""]"
5379,misogyny,"[""fufas""]"
5381,lgbtphobia,"[""sapatão""]"
5381,misogyny,"[""sapatão""]"
5394,misogyny,"[""putaria""]"
5443,ageism,"[""senhora""]"
5459,xenophobia,"[""refugiados"", ""islamizar""]"
5462,religious_intolerance,"[""demônio""]"
5467,aporophobia,"[""mulambos""]"
5476,political,"[""capitalismo""]"
5489,lgbtphobia,"[""mariquinha fresco""]"
5489,misogyny,"[""homemdeverdade""]"
5496,lgbtphobia,"[""viadinho""]"
5522,political,"[""bolsonaristas""]"
5535,misogyny,"[""gordinha""]"
5540,misogyny,"[""homemdeverdade""]"
5568,aporophobia,"[""maldito pobre""]"
5585,political,"[""Psicopata""]"
5593,xenophobia,"[""refugiados cubanos""]"
5594,misogyny,"[""mamas brasileiras""]"
5594,racism,"[""pés mexicanos""]"
5594,xenophobia,"[""pés mexicanos""]"
5600,xenophobia,"[""mineiro""]"
5602,lgbtphobia,"[""sapatão""]"
5602,misogyny,"[""sapatão""]"
5613,misogyny,"[""FEMINISTO"", ""DIVIDE A MULHER""]"
5613,political,"[""FEMINISTO""]"
