id,class,relevant_words
76,aggressive,"[""prendendo"", ""criminalidade""]"
76,hate,"[""criminalidade""]"
76,political,"[""familia"", ""do"", ""bolsonaro"", ""criminalidade""]"
81,aggressive,"[""câncer"", ""vergonhanacional""]"
81,hate,"[""câncer"", ""vergonhanacional""]"
81,other,"[""câncer""]"
83,aggressive,"[""tomar"", ""no"", ""cu""]"
83,other,"[""tomar"", ""no"", ""cu""]"
86,aggressive,"[""aproveitadora"", ""podre"", ""esquerdalhas"", ""nojentos""]"
86,hate,"[""aproveitadora"", ""podre"", ""esquerdalhas"", ""nojentos""]"
86,political,"[""senador"", ""Humberto"", ""Costa"", ""esquerdalhas""]"
87,aggressive,"[""sem"", ""noção"", ""porra""]"
87,other,"[""porra""]"
93,aggressive,"[""fanatismo"", ""bovídeos""]"
93,hate,"[""fanatismo"", ""bovídeos""]"
93,political,"[""governo"", ""do"", ""lula"", ""bolsonaro"", ""bovídeos""]"
96,aggressive,"[""foder"", ""merda"", ""criminoso""]"
96,hate,"[""foder"", ""merda"", ""criminoso""]"
96,other,"[""merda"", ""criminoso""]"
98,aggressive,"[""antro"", ""condenado"", ""péssimo""]"
101,aggressive,"[""bandidos"", ""estupraram"", ""roubou"", ""lixo"", ""puta"", ""quadrilha""]"
101,other,"[""puta""]"
102,aggressive,"[""Desgraça"", ""atrazar""]"
106,other,"[""baixo"", ""nível"", ""PQP""]"
107,aggressive,"[""burro""]"
107,hate,"[""burro""]"
107,other,"[""burro""]"
108,aggressive,"[""VAGABUNDO"", ""denegrindo""]"
108,hate,"[""VAGABUNDO"", ""denegrindo""]"
108,other,"[""VAGABUNDO""]"
109,aggressive,"[""patinho"", ""feio"", ""coitada""]"
109,hate,"[""patinho"", ""feio"", ""coitada""]"
109,body_shame,"[""patinho"", ""feio""]"
111,aggressive,"[""pior"", ""vsf""]"
111,hate,"[""vsf""]"
111,misogyny,"[""mulher"", ""faz"", ""igual"", ""e"", ""pior""]"
111,other,"[""vsf""]"
112,aggressive,"[""desastre"", ""vergonhoso""]"
112,hate,"[""desastre"", ""coisa"", ""vergonhoso""]"
112,political,"[""presidente""]"
113,aggressive,"[""chupa"", ""gadaiada""]"
113,hate,"[""chupa"", ""gadaiada""]"
113,political,"[""gadaiada"", ""governo""]"
116,aggressive,"[""mama"", ""no"", ""seu"", ""pau""]"
117,aggressive,"[""imbecis""]"
117,hate,"[""imbecis""]"
117,political,"[""esquerdistas"", ""direita""]"
118,aggressive,"[""Louca""]"
119,aggressive,"[""mimimi""]"
120,misogyny,"[""papa"", ""tudo""]"
124,aggressive,"[""foder""]"
124,other,"[""foder""]"
127,aggressive,"[""Vergonha""]"
129,aggressive,"[""tomar"", ""no"", ""cu""]"
129,hate,"[""tomar"", ""no"", ""cu""]"
129,other,"[""tomar"", ""no"", ""cu""]"
131,aggressive,"[""safado"", ""porra""]"
132,aggressive,"[""doente"", ""hospício""]"
134,aggressive,"[""invasor""]"
135,aggressive,"[""otario"", ""zé"", ""ruela"", ""bosta""]"
139,other,"[""pqp"", ""distúrbios""]"
140,aggressive,"[""fodido""]"
141,aggressive,"[""Bozo"", ""asno""]"
143,aggressive,"[""cara"", ""de"", ""cavalo"", ""feia"", ""traveco"", ""cabeçuda"", ""queixo"", ""quadrado""]"
143,hate,"[""cara"", ""de"", ""cavalo"", ""feia"", ""traveco"", ""cabeçuda"", ""queixo"", ""quadrado""]"
143,lgbtphobia,"[""traveco""]"
143,misogyny,"[""cara"", ""de"", ""cavalo"", ""feia""]"
143,other,"[""traveco""]"
144,aggressive,"[""enfia"", ""no"", ""cu""]"
144,other,"[""enfia"", ""no"", ""cu""]"
147,aggressive,"[""idiotice"", ""lixo""]"
147,hate,"[""idiotice"", ""lixo""]"
147,other,"[""idiotice"", ""lixo""]"
148,aggressive,"[""abominacao""]"
150,aggressive,"[""fuder"", ""xerecã0""]"
155,aggressive,"[""ladrões"", ""corruptos"", ""ferrada""]"
155,hate,"[""ladrões"", ""corruptos""]"
155,political,"[""congresso"", ""PT""]"
167,aggressive,"[""porra"", ""Mimimi""]"
171,aggressive,"[""puta""]"
171,misogyny,"[""abre"", ""igual"", ""puta""]"
173,aggressive,"[""problemas""]"
173,hate,"[""problemas""]"
173,misogyny,"[""minha"", ""namorada"", ""30"", ""segundos"", ""para"", ""me"", ""responder""]"
175,aggressive,"[""CAGANDO"", ""gorda"", ""feia""]"
175,hate,"[""gorda"", ""feia""]"
175,misogyny,"[""gorda"", ""feia""]"
180,other,"[""babaca""]"
184,aggressive,"[""podres"", ""ladrões""]"
185,aggressive,"[""tomar"", ""no"", ""cu""]"
185,hate,"[""tomar"", ""no"", ""cu""]"
185,other,"[""tomar"", ""no"", ""cu""]"
190,aggressive,"[""pqp"", ""porra"", ""odeio"", ""mimada"", ""sem"", ""noção"", ""crl""]"
190,hate,"[""pqp"", ""porra"", ""odeio"", ""mimada"", ""sem"", ""noção"", ""crl""]"
190,other,"[""mimada"", ""sem"", ""noção""]"
191,aggressive,"[""tome"", ""no"", ""olho"", ""do"", ""cu""]"
191,hate,"[""tome"", ""no"", ""olho"", ""do"", ""cu""]"
191,other,"[""tome"", ""no"", ""olho"", ""do"", ""cu""]"
192,aggressive,"[""RATO""]"
193,aggressive,"[""carai"", ""cu"", ""porra""]"
196,aggressive,"[""fdp""]"
196,hate,"[""fdp""]"
196,other,"[""fdp""]"
199,aggressive,"[""travesti""]"
199,hate,"[""travesti""]"
199,lgbtphobia,"[""travesti""]"
202,aggressive,"[""se"", ""fuder""]"
206,aggressive,"[""sentei"", ""na"", ""rola""]"
218,aggressive,"[""feia"", ""gorda"", ""péssima""]"
218,hate,"[""feia"", ""gorda"", ""péssima""]"
218,body_shame,"[""gorda"", ""péssima"", ""de"", ""corpo""]"
218,misogyny,"[""amiga"", ""feia"", ""gorda""]"
220,aggressive,"[""buceta"", ""chupa"", ""prikito""]"
223,aggressive,"[""viado"", ""sapatão""]"
223,hate,"[""viado"", ""sapatão""]"
223,lgbtphobia,"[""viado"", ""sapatão""]"
223,misogyny,"[""sapatão""]"
230,aggressive,"[""Safado""]"
231,aggressive,"[""blogueirinha""]"
231,hate,"[""blogueirinha""]"
231,political,"[""faz"", ""o"", ""l""]"
231,misogyny,"[""blogueirinha""]"
245,aggressive,"[""toma"", ""no"", ""cu""]"
245,other,"[""toma"", ""no"", ""cu""]"
248,aggressive,"[""caralhoo"", ""caralho""]"
248,misogyny,"[""caralhoo"", ""caralho""]"
258,aggressive,"[""#orgulhohetero""]"
258,hate,"[""#orgulhohetero""]"
258,lgbtphobia,"[""#orgulhohetero""]"
260,aggressive,"[""palhaçada"", ""ridículos"", ""caralho""]"
260,other,"[""ridículos""]"
261,aggressive,"[""fodida""]"
262,aggressive,"[""recorra"", ""casamento"", ""gay""]"
262,hate,"[""recorra"", ""casamento"", ""gay""]"
262,lgbtphobia,"[""recorra"", ""casamento"", ""gay""]"
263,aggressive,"[""rupidelovaca"", ""vtnc"", ""chata""]"
263,hate,"[""vtnc"", ""chata""]"
263,other,"[""chata""]"
271,aggressive,"[""filha"", ""da"", ""puta""]"
271,hate,"[""filha"", ""da"", ""puta""]"
271,misogyny,"[""filha"", ""da"", ""puta""]"
271,other,"[""filha"", ""da"", ""puta""]"
274,aggressive,"[""filha"", ""da"", ""puta"", ""desgraçado"", ""do"", ""caralho""]"
274,hate,"[""filha"", ""da"", ""puta"", ""desgraçado"", ""do"", ""caralho""]"
274,other,"[""filha"", ""da"", ""puta"", ""desgraçado""]"
279,other,"[""corruPTos""]"
282,aggressive,"[""retardada"", ""rato"", ""desnutrido""]"
282,hate,"[""retardada"", ""rato"", ""desnutrido""]"
282,other,"[""retardada"", ""rato"", ""desnutrido""]"
283,aggressive,"[""cu""]"
287,aggressive,"[""retardado""]"
287,hate,"[""retardado""]"
287,other,"[""retardado""]"
290,aggressive,"[""não"", ""tem"", ""capacidade"", ""intelectual"", ""#ForaDeputadoTadeu""]"
292,aggressive,"[""babaca""]"
292,hate,"[""babaca""]"
292,other,"[""babaca""]"
296,aggressive,"[""micheque""]"
296,hate,"[""micheque""]"
296,political,"[""micheque"", ""bolsonaro""]"
299,other,"[""macho"", ""escroto"", ""assediando""]"
303,aggressive,"[""caloteiro"", ""arrogante""]"
309,other,"[""Itaú""]"
311,aggressive,"[""picha"", ""uma"", ""rola""]"
314,aggressive,"[""puta"", ""que"", ""pariu""]"
315,aggressive,"[""lixo""]"
317,aggressive,"[""intojo"", ""ridículo""]"
317,hate,"[""intojo"", ""ridículo""]"
317,other,"[""intojo"", ""ridículo""]"
325,aggressive,"[""mulher"", ""burra"", ""trouxa""]"
325,hate,"[""mulher"", ""burra"", ""trouxa""]"
325,misogyny,"[""mulher"", ""burra"", ""trouxa""]"
326,aggressive,"[""odeio""]"
327,aggressive,"[""tesão"", ""da"", ""porra""]"
330,aggressive,"[""ridículos""]"
332,aggressive,"[""ruuuim""]"
334,aggressive,"[""filha"", ""da"", ""puta""]"
334,hate,"[""filha"", ""da"", ""puta""]"
334,other,"[""filha"", ""da"", ""puta""]"
338,aggressive,"[""opor"", ""islã"", ""contra"", ""refugiados""]"
338,hate,"[""opor"", ""islã"", ""contra"", ""refugiados""]"
338,xenophobia,"[""contra"", ""refugiados""]"
342,aggressive,"[""burro"", ""imbecil""]"
344,aggressive,"[""fudendo""]"
344,hate,"[""fudendo""]"
344,political,"[""crime"", ""bolsonaro"", ""lula"", ""fudendo""]"
345,aggressive,"[""se"", ""foder"", ""fuzilado""]"
345,hate,"[""se"", ""foder"", ""fuzilado""]"
345,ageism,"[""geração"", ""atual"", ""de"", ""jovens"", ""se"", ""foder""]"
347,aggressive,"[""Haddad"", ""parece"", ""um"", ""rato""]"
348,aggressive,"[""Chata"", ""pra"", ""caralho""]"
356,aggressive,"[""Tortura""]"
357,aggressive,"[""gabinete"", ""do"", ""ódio""]"
357,hate,"[""coisa"", ""de"", ""lula""]"
357,political,"[""lado.debbolsonaro"", ""lula""]"
359,aggressive,"[""Véio"", ""caduco""]"
361,aggressive,"[""Fdp""]"
370,aggressive,"[""farinha"", ""do"", ""mesmo"", ""saco""]"
376,aggressive,"[""Nojo""]"
378,xenophobia,"[""sulista"", ""odiar"", ""sulista""]"
379,aggressive,"[""desgoverno""]"
379,hate,"[""desgoverno""]"
379,political,"[""desgoverno"", ""lula""]"
380,aggressive,"[""preguiçosa"", ""vagabunda""]"
380,hate,"[""preguiçosa"", ""vagabunda""]"
380,misogyny,"[""preguiçosa"", ""vagabunda""]"
383,aggressive,"[""cigarro""]"
386,aggressive,"[""chupa"", ""rola""]"
386,hate,"[""chupa"", ""rola""]"
386,other,"[""chupa"", ""rola""]"
391,aggressive,"[""inimigo"", ""da"", ""luz"", ""buraco"", ""negro"", ""carvão""]"
391,hate,"[""preto"", ""pretinho"", ""pretao"", ""inimigo"", ""da"", ""luz"", ""buraco"", ""negro"", ""carvão""]"
391,racism,"[""preto"", ""pretinho"", ""pretao"", ""inimigo"", ""da"", ""luz"", ""buraco"", ""negro"", ""cor"", ""de"", ""café"", ""coca"", ""cola"", ""carvão""]"
392,aggressive,"[""caralho""]"
393,aggressive,"[""comeram""]"
394,aggressive,"[""horrível"", ""puta"", ""merda""]"
398,misogyny,"[""vítima"", ""de"", ""abuso"", ""sexual"", ""pelo"", ""simples"", ""fato"", ""de"", ""ter"", ""bebido""]"
403,aggressive,"[""taxar""]"
415,other,"[""filho"", ""da"", ""puta""]"
417,aggressive,"[""sujeira"", ""feio"", ""burrice"", ""vagabundo""]"
417,hate,"[""sujeira"", ""feio"", ""burrice"", ""vagabundo""]"
417,other,"[""vagabundo""]"
419,aggressive,"[""pau"", ""baba""]"
425,aggressive,"[""se"", ""foda""]"
434,aggressive,"[""rola""]"
438,aggressive,"[""vai"", ""da"", ""o"", ""cu"", ""xenofobica"", ""do"", ""caralho""]"
438,other,"[""vai"", ""da"", ""o"", ""cu"", ""xenofobica"", ""do"", ""caralho""]"
440,aggressive,"[""vaca""]"
440,other,"[""vaca""]"
445,aggressive,"[""quadrilha""]"
452,aggressive,"[""caralho"", ""pqp""]"
452,other,"[""caralho"", ""pqp""]"
453,aggressive,"[""ladrão"", ""cag**do""]"
454,aggressive,"[""lixos"", ""humanos"", ""maluco"", ""fascista"", ""miliciano"", ""bandidos""]"
454,hate,"[""lixos"", ""humanos"", ""maluco"", ""fascista"", ""miliciano"", ""bandidos""]"
454,political,"[""Bozonarianos"", ""fascista"", ""miliciano"", ""bandidos""]"
458,aggressive,"[""marginais"", ""chiqueiro"", ""advogadinhos""]"
463,aggressive,"[""falido""]"
466,aggressive,"[""buceta""]"
469,aggressive,"[""miliciano""]"
470,aggressive,"[""poha"", ""se"", ""fode"", ""lixo""]"
470,hate,"[""poha"", ""se"", ""fode"", ""lixo""]"
470,other,"[""poha"", ""se"", ""fode"", ""lixo""]"
473,aggressive,"[""fêmea"", ""temporária""]"
473,hate,"[""fêmea"", ""temporária""]"
473,misogyny,"[""fêmea"", ""temporária""]"
475,aggressive,"[""porra""]"
476,other,"[""zorra"", ""total""]"
480,other,"[""maldito""]"
484,aggressive,"[""fodido""]"
487,aggressive,"[""cadeia""]"
487,hate,"[""cadeia""]"
487,political,"[""cadeia"", ""Pt"", ""Psol""]"
496,aggressive,"[""porra"", ""lubrificante""]"
501,aggressive,"[""cao""]"
501,hate,"[""cao""]"
501,body_shame,"[""cao""]"
501,misogyny,"[""sua"", ""mae"", ""cao""]"
503,xenophobia,"[""vá"", ""com"", ""deus""]"
504,aggressive,"[""porra""]"
506,aggressive,"[""rola""]"
508,aggressive,"[""pau""]"
510,aggressive,"[""cabeça"", ""de"", ""ovo""]"
510,hate,"[""cabeça"", ""de"", ""ovo""]"
510,body_shame,"[""cabeça"", ""de"", ""ovo""]"
511,aggressive,"[""seu"", ""cu""]"
511,hate,"[""seu"", ""cu""]"
511,other,"[""seu"", ""cu""]"
513,aggressive,"[""Odebrecht""]"
523,aggressive,"[""Ridículo""]"
529,aggressive,"[""Pepa"", ""ruim"", ""Mula""]"
533,aggressive,"[""bandido""]"
535,aggressive,"[""feia"", ""feio"", ""demais""]"
535,hate,"[""feia"", ""feio"", ""demais""]"
535,lgbtphobia,"[""como"", ""era"", ""qnd"", ""homem"", ""pq"", ""de"", ""\""mulher\"""", ""ficou"", ""feio""]"
535,other,"[""feio""]"
536,aggressive,"[""feia""]"
536,hate,"[""feia""]"
536,other,"[""feia""]"
538,aggressive,"[""Filho"", ""da"", ""puta""]"
540,aggressive,"[""Verme"", ""parasita""]"
542,aggressive,"[""escroto""]"
542,hate,"[""escroto""]"
542,other,"[""escroto""]"
543,other,"[""ruim""]"
551,aggressive,"[""esclerosado""]"
551,hate,"[""esclerosado""]"
551,ageism,"[""esclerosado""]"
551,capacitism,"[""esclerosado""]"
558,aggressive,"[""LIXO""]"
565,aggressive,"[""bandido"", ""cheia"", ""de"", ""merda""]"
567,aporophobia,"[""liso"", ""miserável""]"
580,aggressive,"[""covardes"", ""Nojo""]"
582,other,"[""quebrar"", ""no"", ""pau""]"
583,lgbtphobia,"[""viado""]"
584,aggressive,"[""enfiou"", ""no"", ""cu""]"
584,hate,"[""enfiou"", ""no"", ""cu""]"
584,other,"[""enfiou"", ""no"", ""cu""]"
589,aggressive,"[""pqp""]"
589,hate,"[""pqp""]"
589,other,"[""pqp""]"
599,aggressive,"[""socialista"", ""de"", ""merda""]"
599,hate,"[""socialista"", ""de"", ""merda""]"
599,political,"[""socialista""]"
602,aggressive,"[""tomar"", ""no"", ""seu"", ""cu"", ""caralho""]"
602,hate,"[""tomar"", ""no"", ""seu"", ""cu"", ""caralho""]"
602,other,"[""tomar"", ""no"", ""seu"", ""cu"", ""caralho""]"
605,other,"[""feio""]"
615,aggressive,"[""verme"", ""deplorável""]"
616,other,"[""foice"", ""fake""]"
617,aggressive,"[""bandidos""]"
619,aggressive,"[""sapatao""]"
619,hate,"[""sapatao""]"
619,lgbtphobia,"[""sapatao""]"
619,misogyny,"[""sapatao""]"
629,aggressive,"[""#BolsonaroEnvergonhaoBrasil""]"
630,aggressive,"[""coitada""]"
631,aggressive,"[""odio""]"
643,other,"[""forçar"", ""rivalidade""]"
645,aggressive,"[""cadeia"", ""alimentar""]"
645,hate,"[""cadeia"", ""alimentar""]"
645,other,"[""cadeia"", ""alimentar""]"
647,aggressive,"[""covardes"", ""canalhas""]"
649,aggressive,"[""vaca""]"
649,hate,"[""vaca""]"
649,other,"[""vaca""]"
652,aggressive,"[""olho"", ""da"", ""sua"", ""buceta""]"
659,aggressive,"[""Fdp""]"
663,aggressive,"[""retardado""]"
663,hate,"[""retardado""]"
663,other,"[""retardado""]"
665,aggressive,"[""mimimi""]"
667,aggressive,"[""marginal"", ""inimigo""]"
677,aggressive,"[""filha"", ""da"", ""puta"", ""caralho""]"
679,aggressive,"[""Larápio"", ""canalha""]"
686,aggressive,"[""fdp""]"
686,other,"[""fdp""]"
691,other,"[""mamata"", ""lixo""]"
696,other,"[""tosco"", ""criminoso"", ""plagiadora"", ""fraudulenta""]"
701,aggressive,"[""praga""]"
702,aggressive,"[""cazzo""]"
704,aggressive,"[""gordo""]"
704,hate,"[""gordo""]"
704,other,"[""gordo""]"
705,aggressive,"[""oporra""]"
707,aggressive,"[""puto""]"
707,other,"[""puto""]"
710,aggressive,"[""Sem"", ""noção""]"
711,aggressive,"[""Carra"", ""de"", ""pau""]"
713,aggressive,"[""feio""]"
713,hate,"[""feio""]"
713,other,"[""feio""]"
718,aggressive,"[""frouxo"", ""covarde""]"
718,hate,"[""frouxo"", ""covarde""]"
718,lgbtphobia,"[""frouxo""]"
726,aggressive,"[""bixa""]"
726,hate,"[""bixa""]"
726,lgbtphobia,"[""bixa""]"
726,political,"[""bolsonaro"", ""bixa""]"
728,aggressive,"[""vôMITO"", ""satanás""]"
730,aggressive,"[""casa"", ""do"", ""caralho""]"
730,other,"[""casa"", ""do"", ""caralho""]"
734,aggressive,"[""corna""]"
734,hate,"[""corna""]"
734,misogyny,"[""corna""]"
734,other,"[""corna""]"
736,aggressive,"[""Porca"", ""asquerosa""]"
736,hate,"[""Porca"", ""asquerosa""]"
736,misogyny,"[""Porca"", ""asquerosa""]"
740,aggressive,"[""chata"", ""do"", ""caralho""]"
740,hate,"[""chata"", ""do"", ""caralho""]"
740,other,"[""chata"", ""do"", ""caralho""]"
741,aggressive,"[""biologicamente"", ""é"", ""so"", ""XX"", ""ou"", ""XY""]"
741,hate,"[""biologicamente"", ""é"", ""so"", ""XX"", ""ou"", ""XY""]"
741,lgbtphobia,"[""biologicamente"", ""é"", ""so"", ""XX"", ""ou"", ""XY""]"
741,misogyny,"[""biologicamente"", ""é"", ""so"", ""XX"", ""ou"", ""XY""]"
743,aggressive,"[""GLOBOLIXO""]"
744,aggressive,"[""tetas""]"
751,aggressive,"[""DUZINFERNOS""]"
751,hate,"[""DUZINFERNOS""]"
751,political,"[""ESQUERDA"", ""DUZINFERNOS""]"
755,aggressive,"[""ridicula"", ""pqp"", ""meu"", ""cu"", ""vsf""]"
755,hate,"[""ridicula"", ""pqp"", ""meu"", ""cu"", ""vsf""]"
755,other,"[""ridicula"", ""meu"", ""cu"", ""vsf""]"
759,aggressive,"[""burraaaaaaaaaasso"", ""puta"", ""que"", ""pariu""]"
759,hate,"[""burraaaaaaaaaasso"", ""puta"", ""que"", ""pariu""]"
759,other,"[""burraaaaaaaaaasso"", ""puta"", ""que"", ""pariu""]"
762,aggressive,"[""desmoralizar""]"
762,hate,"[""desmoralizar""]"
762,political,"[""esquerda"", ""desmoralizar""]"
764,aggressive,"[""fdp"", ""fedida"", ""do"", ""caralho""]"
764,hate,"[""fdp"", ""fedida"", ""do"", ""caralho""]"
764,other,"[""fdp"", ""caralho""]"
771,aggressive,"[""se"", ""foder""]"
771,hate,"[""se"", ""foder""]"
771,misogyny,"[""corpo"", ""das"", ""dominicanas""]"
771,other,"[""se"", ""foder""]"
772,aggressive,"[""Pepa"", ""Pig"", ""Pinguço""]"
773,aggressive,"[""pau""]"
775,aggressive,"[""automaticamente"", ""fica"", ""grávida""]"
775,hate,"[""automaticamente"", ""fica"", ""grávida""]"
775,misogyny,"[""menina"", ""chama"", ""rayane"", ""automaticamente"", ""fica"", ""grávida""]"
779,aggressive,"[""Lixos""]"
785,aggressive,"[""babaca""]"
785,hate,"[""babaca""]"
785,other,"[""babaca""]"
787,other,"[""ratos"", ""lixo""]"
788,aggressive,"[""esquerdopatas"", ""sem"", ""caráter"", ""marrom-cocô""]"
788,hate,"[""esquerdopatas"", ""sem"", ""caráter"", ""marrom-cocô""]"
788,political,"[""esquerdopatas"", ""imprensa"", ""marrom-cocô""]"
794,lgbtphobia,"[""sapatão""]"
796,aggressive,"[""arrombado""]"
796,other,"[""arrombado""]"
800,aggressive,"[""Malditos""]"
800,hate,"[""Malditos"", ""chineses""]"
800,racism,"[""Malditos"", ""chineses""]"
800,xenophobia,"[""Malditos"", ""chineses""]"
801,aggressive,"[""Fufas""]"
801,hate,"[""Fufas""]"
801,lgbtphobia,"[""Fufas""]"
801,misogyny,"[""Fufas""]"
802,aggressive,"[""LIXO""]"
802,hate,"[""LIXO""]"
802,ageism,"[""GERAÇÃO"", ""É"", ""UM"", ""LIXO""]"
803,aggressive,"[""horrível"", ""a"", ""pior""]"
805,aggressive,"[""bucetaaaa"", ""porra""]"
805,misogyny,"[""bucetaaaa""]"
811,aggressive,"[""osso"", ""torto""]"
811,hate,"[""osso"", ""torto""]"
811,misogyny,"[""mulher"", ""de"", ""um"", ""osso"", ""torto""]"
817,aggressive,"[""tomar"", ""no"", ""cu""]"
817,other,"[""tomar"", ""no"", ""cu""]"
818,aggressive,"[""pqp"", ""infernooo"", ""caralhoooooooooo""]"
818,hate,"[""pqp"", ""infernooo"", ""caralhoooooooooo""]"
818,other,"[""pqp"", ""caralhoooooooooo""]"
820,aggressive,"[""doentes"", ""bandidos""]"
820,hate,"[""doentes"", ""bandidos""]"
820,capacitism,"[""doentes""]"
820,political,"[""bandidos""]"
821,other,"[""feia"", ""chata"", ""gorda""]"
824,aggressive,"[""odeio"", ""matar"", ""porrinhas"", ""tiro"", ""na"", ""cabeça""]"
824,hate,"[""odeio"", ""matar"", ""porrinhas"", ""tiro"", ""na"", ""cabeça""]"
824,other,"[""matar""]"
826,aggressive,"[""tomar"", ""no"", ""cu""]"
826,other,"[""tomar"", ""no"", ""cu""]"
827,other,"[""ASSASSINO"", ""MATA"", ""FILHO"", ""DA"", ""PUTA""]"
836,aggressive,"[""óleo"", ""de"", ""peroba""]"
836,hate,"[""óleo"", ""de"", ""peroba""]"
836,misogyny,"[""óleo"", ""de"", ""peroba""]"
836,other,"[""óleo"", ""de"", ""peroba""]"
837,aggressive,"[""surtou"", ""pqp""]"
839,other,"[""feia""]"
847,aggressive,"[""Merda"", ""Fudido""]"
848,aggressive,"[""cadelinha"", ""passiva""]"
848,hate,"[""cadelinha"", ""passiva""]"
848,lgbtphobia,"[""passiva""]"
848,other,"[""cadelinha"", ""passiva""]"
853,aggressive,"[""Cretino"", ""Crápula"", ""Escroto""]"
857,aggressive,"[""lixo""]"
857,hate,"[""lixo""]"
857,political,"[""Bolsonaro"", ""esquerda""]"
859,other,"[""lixo""]"
862,aggressive,"[""desgraçado""]"
862,hate,"[""desgraçado""]"
862,other,"[""desgraçado""]"
863,aggressive,"[""cu"", ""cachaça""]"
